site_year,Rotation,site,Year,common_name,sci_name,disturbance_site,region,NSRNAME,NSRCODE
826_2012,Rotation 1,826,2012,Common Hair-cap,Pohlia nutans,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Bryum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Wavy Heron's-bill Moss,Dicranum undulatum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Mountain Spur-moss,Oncophorus wahlenbergii,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Cushion Moss,Dicranum flagellare,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Variable-leaved Crestwort,Lophocolea heterophylla,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Hypnum Moss,Hypnum pallescens,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Lesser Crestwort,Lophocolea minor,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Cephaloziella rubella,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Lesser Tamarisk-moss,Thuidium recognitum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Bog Bead Moss,Aulacomnium palustre,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Creeping Feather-Moss,Amblystegium serpens,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Fuscous Moss,Dicranum fragilifolium,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Creeping Fingerwort,Lepidozia reptans,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Knieff's Hook-moss,Drepanocladus aduncus,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Autumn Flatwort,Jamesoniella autumnalis,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Meadow Hypnum Moss,Hypnum pratense,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Broom Moss,Dicranum polysetum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Stair-step Moss,Hylocomium splendens,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Aspen Stocking Moss,Ptilium crista-castrensis,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Marsh Thyme-moss,Plagiomnium ellipticum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Purple Moss,Ceratodon purpureus,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Common Red Peat-moss,Sphagnum capillifolium,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Anomalous Flapwort,Mylia anomala,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Strict Haircap,Polytrichum strictum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Dicranum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Ciliated Fringewort,Ptilidium ciliare,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Cephalozia loitlesbergeri,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Lindberg's Plain-moss,Hypnum lindbergii,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Nees' Pouchwort,Calypogeia neesiana,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Girgensohn's moss,Sphagnum fuscum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Wooly Feather-moss,Tomentypnum nitens,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Sickle-leaved Hook-moss,Sanionia uncinata,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Heller,Crossocalyx hellerianus,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Glaucous-headed Earwort,Scapania glaucocephala,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Juniper Haircap Moss,Polytrichum juniperinum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Flat-brocade Moss,Platygyrium repens,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Orthotrichum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Cushion Moss,Climacium dendroides,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,Tinyleaf Small Plume Moss,Haplocladium microphyllum,TRAIL,B,Central Mixedwood,CM
826_2012,Rotation 1,826,2012,VNA,Orthotrichum speciosum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Juniper Haircap Moss,Polytrichum juniperinum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Wavy Heron's-bill Moss,Dicranum undulatum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Purple Moss,Ceratodon purpureus,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Broom Moss,Dicranum polysetum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Knight's Plume Moss,Ptilidium pulcherrimum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Common Hair-cap,Pohlia nutans,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Sickle-leaved Hook-moss,Sanionia uncinata,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Cushion Moss,Dicranum flagellare,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,VNA,Cephaloziella rubella,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Narrow-leaved Splachnum,Tetraphis pellucida,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,VNA,Dicranum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Nees' Pouchwort,Calypogeia neesiana,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Purple Horn-toothed Moss,Cephalozia pleniceps,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Red-stemmed Feather-moss,Pleurozium schreberi,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Fuscous Moss,Dicranum fragilifolium,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Aspen Stocking Moss,Ptilium crista-castrensis,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Narrow Cruet-moss,Tetraplodon angustatus,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Ciliated Fringewort,Ptilidium ciliare,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Awned Haircap Moss,Polytrichum piliferum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Hypnum Moss,Hypnum pallescens,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Wavy Dicranum,Dicranum scoparium,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Bristly Bentleaf Moss,Campylophyllum hispidulum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,VNA,Hypnum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Strict Haircap,Polytrichum strictum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Whip Fork Moss,Dicranum elongatum,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Autumn Flatwort,Jamesoniella autumnalis,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Stair-step Moss,Hylocomium splendens,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Greenland curved-tail moss,Dicranum fuscescens,TRAIL,B,Central Mixedwood,CM
827_2012,Rotation 1,827,2012,Creeping Fingerwort,Lepidozia reptans,TRAIL,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Brachythecium,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Creeping Feather-Moss,Amblystegium serpens,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Common Hair-cap,Pohlia nutans,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Cushion Moss,Dicranum flagellare,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Red-stemmed Feather-moss,Pleurozium schreberi,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Autumn Flatwort,Jamesoniella autumnalis,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Knight's Plume Moss,Ptilidium pulcherrimum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Aspen Stocking Moss,Ptilium crista-castrensis,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Stair-step Moss,Hylocomium splendens,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Greenland curved-tail moss,Dicranum fuscescens,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Broom Moss,Dicranum polysetum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Mountain Spur-moss,Oncophorus wahlenbergii,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Variable-leaved Crestwort,Lophocolea heterophylla,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Red-mouthed Leafy Moss,Mnium spinulosum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Wavy Heron's-bill Moss,Dicranum undulatum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Cord Moss,Eurhynchiastrum pulchellum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Many-flowered Leskea,Pylaisia polyantha,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Creeping Fingerwort,Lepidozia reptans,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Juniper Haircap Moss,Polytrichum juniperinum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Tinyleaf Small Plume Moss,Haplocladium microphyllum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Wavy Dicranum,Dicranum scoparium,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Purple Moss,Ceratodon purpureus,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Bog Bead Moss,Aulacomnium palustre,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Orthotrichum speciosum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Bryum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Woodsy Thyme-moss,Plagiomnium cuspidatum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Dicranum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Lesser Tamarisk-moss,Thuidium recognitum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Bristly Bentleaf Moss,Campylophyllum hispidulum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Hypnaceae,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Strict Haircap,Polytrichum strictum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Hispid Campylium Moss,Campylium stellatum,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Cephaloziella hampeana,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,VNA,Lophozia,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Dicranella Moss,Dicranella,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Bird's Claw Screw Moss,Barbula convoluta,HARV+SEIS,B,Central Mixedwood,CM
828_2012,Rotation 1,828,2012,Golden Feather-moss,Campyliadelphus chrysophyllus,HARV+SEIS,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Golden Thread-moss,Leptobryum pyriforme,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Cushion Moss,Dicranum flagellare,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Orthotrichum speciosum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Bright Silk-moss,Plagiothecium laetum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Brachythecium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Bryum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Flat-brocade Moss,Platygyrium repens,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Fuscous Moss,Dicranum fragilifolium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Hypnaceae,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Cushion Moss,Climacium dendroides,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Narrow-leaved Splachnum,Tetraphis pellucida,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Alpine Thyme-moss,Plagiomnium medium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Dicranum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Moon-leaved Pincerwort,Cephalozia lunulifolia,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Broom Moss,Dicranum polysetum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Bog Pouchwort,Calypogeia sphagnicola,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Anomalous Flapwort,Mylia anomala,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Globe-fruited Splachnum,Splachnum sphaericum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Acute-leaved Peat-moss,Sphagnum angustifolium,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,Girgensohn's moss,Sphagnum fuscum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Orthotrichum,NA,B,Central Mixedwood,CM
858_2012,Rotation 1,858,2012,VNA,Cephaloziella rubella,NA,B,Central Mixedwood,CM
859_2012,Rotation 1,859,2012,Purple Moss,Ceratodon purpureus,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Brachythecium,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Ptychostomum creberrimum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Brachythecium salebrosum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Brachythecium campestre,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Many-flowered Leskea,Pylaisia polyantha,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Glaucous-headed Earwort,Scapania glaucocephala,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Stair-step Moss,Hylocomium splendens,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Creeping Feather-Moss,Amblystegium serpens,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Flat-brocade Moss,Platygyrium repens,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Orthotrichum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Drummond's Leafy Moss,Plagiomnium drummondii,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,VNA,Orthotrichum speciosum,NA,B,Dry Mixedwood,DMW
859_2012,Rotation 1,859,2012,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,VNA,Brachythecium,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,VNA,Gemmabryum caespiticium,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,VNA,Ptychostomum creberrimum,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,VNA,Campylium,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Juniper Haircap Moss,Polytrichum juniperinum,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Purple Moss,Ceratodon purpureus,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Bird's Claw Screw Moss,Barbula convoluta,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Creeping Feather-Moss,Amblystegium serpens,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Golden Thread-moss,Leptobryum pyriforme,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Hispid Campylium Moss,Campylium stellatum,PAST,B,Dry Mixedwood,DMW
860_2012,Rotation 1,860,2012,Many-flowered Leskea,Pylaisia polyantha,PAST,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,VNA,Ptychostomum pseudotriquetrum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Stair-step Moss,Hylocomium splendens,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Drummond's Leafy Moss,Plagiomnium drummondii,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Creeping Feather-Moss,Amblystegium serpens,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Many-flowered Leskea,Pylaisia polyantha,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,VNA,Brachythecium,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Bog Bead Moss,Aulacomnium palustre,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,VNA,Bryum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Blandow's Helodium Moss,Helodium blandowii,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Wooly Feather-moss,Tomentypnum nitens,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Red Beard Moss,Bryoerythrophyllum recurvirostrum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Girgensohn's moss,Sphagnum fuscum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Strict Haircap,Polytrichum strictum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Mountain Curved-back Moss,Myurella julacea,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Meadow Hypnum Moss,Hypnum pratense,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Golden Thread-moss,Leptobryum pyriforme,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Hispid Campylium Moss,Campylium stellatum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Cushion Moss,Climacium dendroides,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Common Hair-cap,Pohlia nutans,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Creeping Fingerwort,Lepidozia reptans,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Convolute Screw Moss,Barbilophozia kunzeana,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Tumid Notchwort,Lophozia ventricosa,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Bright Silk-moss,Plagiothecium laetum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Broom Moss,Dicranum polysetum,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Moon-leaved Pincerwort,Cephalozia lunulifolia,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,Turps Pouchwort,Geocalyx graveolens,NA,B,Dry Mixedwood,DMW
587_2013,Rotation 1,587,2013,VNA,Lophocolea,NA,B,Dry Mixedwood,DMW
588_2013,Rotation 1,588,2013,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Central Mixedwood,CM
588_2013,Rotation 1,588,2013,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
